issue_d,sub_grade,term,home_ownership,fico_range_low,pub_rec,revol_util,int_rate,application_type,verification_status,addr_state,fico_range_high,id,emp_length,loan_status
2014-05-01,C2,36 months,RENT,675.0,0.0,71.8,14.16,Individual,Source Verified,CA,679.0,15750255,5.0,1
2015-09-01,C2,60 months,MORTGAGE,685.0,0.0,71.8,12.69,Individual,Source Verified,FL,689.0,60115759,3.0,1
2016-03-01,E2,60 months,MORTGAGE,690.0,1.0,82.8,20.75,Individual,Source Verified,LA,694.0,72062341,2.0,0
2014-01-01,A4,36 months,MORTGAGE,770.0,0.0,18.1,7.9,Individual,Not Verified,GA,774.0,10122335,5.0,1
2014-01-01,C4,60 months,MORTGAGE,715.0,0.0,61.1,15.61,Individual,Verified,MO,719.0,10534950,11.0,1
2015-06-01,B3,36 months,OWN,670.0,0.0,82.8,9.99,Individual,Source Verified,TX,674.0,49037379,0.0,1
2015-07-01,A4,36 months,MORTGAGE,720.0,0.0,80.3,7.26,Individual,Not Verified,NC,724.0,55078909,11.0,1
2014-11-01,C2,60 months,OWN,680.0,0.0,54.1,13.35,Individual,Source Verified,WA,684.0,33330430,7.0,0
2015-04-01,A4,36 months,RENT,725.0,0.0,97.3,6.92,Individual,Source Verified,GA,729.0,46406822,2.0,1
2016-02-01,A2,36 months,RENT,790.0,0.0,2.3,6.49,Individual,Not Verified,TX,794.0,71827601,0.0,1
2016-03-01,B3,36 months,RENT,675.0,0.0,90.0,9.75,Individual,Source Verified,NY,679.0,74221498,3.0,1
2015-01-01,C1,36 months,MORTGAGE,680.0,0.0,68.7,12.39,Individual,Verified,CA,684.0,37968468,1.0,1
2016-01-01,D4,60 months,RENT,675.0,0.0,69.4,17.97,Individual,Verified,GA,679.0,70192011,1.0,0
2016-03-01,A2,36 months,MORTGAGE,665.0,1.0,38.2,6.49,Individual,Source Verified,FL,669.0,75299799,11.0,1
2014-07-01,B5,36 months,RENT,670.0,0.0,51.4,12.49,Individual,Verified,CA,674.0,22402409,0.0,1
2015-10-01,A2,36 months,RENT,720.0,0.0,21.6,6.24,Individual,Not Verified,CT,724.0,63374356,11.0,1
2014-12-01,F1,60 months,RENT,685.0,0.0,53.1,22.99,Individual,Verified,TX,689.0,37207262,4.0,0
2015-10-01,A1,36 months,MORTGAGE,780.0,0.0,17.0,5.32,Individual,Source Verified,CO,784.0,61822161,5.0,1
2015-08-01,A5,36 months,OWN,705.0,0.0,84.6,7.89,Individual,Source Verified,KY,709.0,59090154,11.0,1
2014-06-01,A2,36 months,RENT,685.0,0.0,47.4,6.49,Individual,Source Verified,CA,689.0,17293464,3.0,1
2016-02-01,C2,36 months,MORTGAGE,710.0,0.0,45.9,12.99,Individual,Not Verified,IL,714.0,71736829,11.0,1
2014-08-01,B5,60 months,MORTGAGE,720.0,0.0,83.0,12.49,Individual,Not Verified,TX,724.0,24715385,5.0,1
2014-11-01,A1,36 months,RENT,740.0,0.0,23.7,6.03,Individual,Verified,IL,744.0,34753111,0.0,1
2014-02-01,B5,36 months,RENT,675.0,0.0,21.5,12.99,Individual,Not Verified,NJ,679.0,12405712,3.0,1
2016-01-01,D1,36 months,MORTGAGE,680.0,1.0,50.8,15.77,Individual,Verified,FL,684.0,70181973,11.0,1
2015-11-01,E2,60 months,RENT,660.0,0.0,99.4,18.49,Individual,Verified,CA,664.0,63823200,1.0,0
2015-10-01,C1,36 months,MORTGAGE,680.0,0.0,51.3,12.29,Individual,Not Verified,LA,684.0,62195719,11.0,1
2016-03-01,B4,36 months,MORTGAGE,695.0,0.0,59.9,10.75,Individual,Verified,CA,699.0,73451036,11.0,1
2015-01-01,D5,60 months,MORTGAGE,695.0,0.0,58.7,17.86,Individual,Source Verified,OH,699.0,40410527,5.0,1
2016-01-01,G1,60 months,RENT,690.0,0.0,42.3,26.99,Joint App,Source Verified,NV,694.0,68994683,0.0,1
2015-05-01,C3,36 months,RENT,675.0,0.0,85.0,13.33,Individual,Not Verified,GA,679.0,49683438,1.0,0
2014-10-01,C1,36 months,MORTGAGE,680.0,0.0,55.6,12.99,Individual,Source Verified,TX,684.0,32128331,8.0,1
2016-06-01,C4,36 months,OWN,660.0,7.0,46.6,14.46,Individual,Verified,CA,664.0,80611885,4.0,1
2015-09-01,E1,60 months,RENT,695.0,1.0,71.9,18.25,Individual,Verified,CA,699.0,59269455,7.0,0
2016-02-01,B3,60 months,OWN,690.0,0.0,44.1,9.75,Individual,Not Verified,CA,694.0,71016557,11.0,1
2014-08-01,D3,36 months,MORTGAGE,685.0,2.0,30.8,16.99,Individual,Verified,OK,689.0,22274251,0.0,1
2014-04-01,B3,36 months,MORTGAGE,665.0,0.0,35.6,11.99,Individual,Not Verified,WY,669.0,13927466,7.0,1
2016-04-01,D1,36 months,RENT,670.0,0.0,53.6,16.29,Individual,Source Verified,GA,674.0,77039076,8.0,0
2016-02-01,C3,60 months,MORTGAGE,675.0,0.0,81.9,13.67,Individual,Verified,NY,679.0,71986361,3.0,1
2016-02-01,A1,36 months,MORTGAGE,775.0,0.0,13.9,5.32,Individual,Not Verified,IL,779.0,70911617,0.0,1
2015-03-01,F4,36 months,RENT,680.0,0.0,52.1,24.99,Individual,Source Verified,CA,684.0,43044396,3.0,0
2015-10-01,B3,36 months,MORTGAGE,690.0,0.0,92.9,9.99,Individual,Source Verified,NY,694.0,60915228,11.0,1
2015-04-01,B1,60 months,MORTGAGE,750.0,0.0,59.7,8.18,Individual,Source Verified,NC,754.0,46134247,2.0,1
2015-08-01,C3,36 months,MORTGAGE,670.0,0.0,83.0,13.33,Individual,Verified,MI,674.0,58100127,9.0,1
2014-07-01,D5,60 months,MORTGAGE,670.0,0.0,32.2,18.24,Individual,Source Verified,MN,674.0,19176985,7.0,0
2015-07-01,E1,36 months,RENT,685.0,0.0,59.6,18.25,Individual,Source Verified,CA,689.0,55218370,7.0,0
2015-04-01,C4,60 months,MORTGAGE,685.0,0.0,94.0,13.99,Individual,Source Verified,CA,689.0,46348917,8.0,1
2015-08-01,C2,60 months,RENT,680.0,0.0,77.0,12.69,Individual,Verified,CA,684.0,56081204,1.0,1
2016-02-01,C2,36 months,MORTGAGE,665.0,1.0,31.1,12.99,Individual,Verified,CA,669.0,70341803,11.0,1
2016-04-01,B5,36 months,OWN,670.0,0.0,67.3,11.47,Individual,Verified,FL,674.0,76202370,0.0,1
2015-12-01,B1,36 months,RENT,695.0,0.0,65.1,8.38,Individual,Source Verified,CA,699.0,67585749,0.0,1
2014-04-01,C4,36 months,MORTGAGE,685.0,1.0,76.3,15.31,Individual,Verified,CA,689.0,14348568,11.0,1
2014-08-01,B5,36 months,RENT,670.0,0.0,62.3,12.49,Individual,Not Verified,CA,674.0,23835851,4.0,1
2016-04-01,A1,36 months,MORTGAGE,780.0,0.0,33.7,5.32,Individual,Not Verified,SC,784.0,76181769,7.0,1
2016-03-01,B3,60 months,RENT,685.0,0.0,27.6,9.75,Individual,Not Verified,CA,689.0,75162053,2.0,1
2015-09-01,B3,36 months,OWN,705.0,0.0,64.0,9.99,Individual,Source Verified,NY,709.0,60377151,11.0,1
2015-11-01,B3,36 months,MORTGAGE,690.0,0.0,68.6,9.76,Individual,Source Verified,WA,694.0,65986310,11.0,1
2015-04-01,A3,36 months,MORTGAGE,730.0,0.0,43.6,6.68,Individual,Not Verified,IL,734.0,44633263,2.0,1
2015-12-01,B4,60 months,RENT,755.0,0.0,26.1,10.78,Individual,Source Verified,NY,759.0,66220405,11.0,1
2015-05-01,A4,36 months,MORTGAGE,715.0,0.0,13.7,6.92,Individual,Source Verified,CA,719.0,48594958,2.0,1
2016-03-01,B5,36 months,MORTGAGE,665.0,0.0,47.8,11.47,Individual,Not Verified,VA,669.0,75369482,11.0,0
2016-02-01,C2,36 months,OWN,670.0,0.0,91.8,12.99,Individual,Verified,OK,674.0,71934796,5.0,1
2014-05-01,B3,36 months,MORTGAGE,700.0,0.0,45.6,10.99,Individual,Not Verified,FL,704.0,16303088,2.0,1
2015-05-01,A5,36 months,RENT,680.0,0.0,52.0,7.89,Individual,Verified,CA,684.0,47048283,11.0,1
2015-08-01,C5,60 months,MORTGAGE,670.0,0.0,73.3,14.65,Individual,Source Verified,GA,674.0,57990355,5.0,1
2015-10-01,D4,36 months,MORTGAGE,690.0,0.0,23.3,17.57,Individual,Verified,FL,694.0,62073274,9.0,1
2014-06-01,B3,36 months,RENT,775.0,0.0,7.2,10.99,Individual,Not Verified,NY,779.0,17293256,9.0,1
2014-11-01,B5,36 months,OWN,670.0,0.0,68.7,11.99,Individual,Not Verified,MD,674.0,34373834,5.0,1
2014-03-01,E2,60 months,RENT,670.0,1.0,71.4,20.49,Individual,Source Verified,CA,674.0,12437583,7.0,0
2016-03-01,A4,36 months,MORTGAGE,745.0,0.0,70.6,7.39,Individual,Not Verified,GA,749.0,75961838,11.0,1
2016-02-01,C3,36 months,MORTGAGE,670.0,1.0,0.0,13.67,Individual,Source Verified,WV,674.0,71795449,11.0,1
2014-05-01,B5,36 months,MORTGAGE,700.0,0.0,71.2,12.49,Individual,Source Verified,TX,704.0,8905842,9.0,1
2016-01-01,C3,36 months,RENT,705.0,0.0,47.7,13.44,Individual,Source Verified,NY,709.0,69096426,0.0,0
2014-10-01,C2,36 months,RENT,705.0,0.0,23.1,13.35,Individual,Verified,MN,709.0,30285828,0.0,1
2015-12-01,F1,60 months,MORTGAGE,670.0,0.0,82.6,21.99,Individual,Source Verified,MD,674.0,67426259,7.0,1
2014-06-01,E3,60 months,MORTGAGE,685.0,0.0,57.2,20.2,Individual,Verified,TX,689.0,18815013,4.0,1
2015-04-01,C2,36 months,RENT,700.0,0.0,73.5,12.69,Individual,Source Verified,TX,704.0,46772306,3.0,1
2016-02-01,C3,36 months,MORTGAGE,685.0,0.0,79.7,13.44,Joint App,Verified,MO,689.0,68864312,11.0,1
2014-09-01,C1,36 months,RENT,700.0,0.0,75.3,12.99,Individual,Source Verified,NY,704.0,26730088,11.0,1
2016-05-01,B2,36 months,MORTGAGE,660.0,0.0,77.9,9.16,Individual,Source Verified,PA,664.0,78240173,0.0,1
2015-10-01,C1,36 months,MORTGAGE,705.0,0.0,64.9,12.29,Individual,Not Verified,CA,709.0,63496228,11.0,1
2015-07-01,B4,36 months,OWN,765.0,0.0,18.9,10.99,Individual,Source Verified,RI,769.0,54197569,11.0,1
2014-07-01,C3,60 months,RENT,690.0,0.0,68.4,13.98,Individual,Source Verified,OH,694.0,17734252,3.0,0
2014-03-01,E4,36 months,OWN,680.0,1.0,30.5,21.99,Individual,Verified,MI,684.0,12987882,3.0,1
2016-03-01,D1,36 months,RENT,685.0,0.0,48.4,16.29,Individual,Source Verified,TX,689.0,74685713,1.0,1
2015-02-01,B2,36 months,MORTGAGE,690.0,0.0,111.7,9.49,Individual,Source Verified,OR,694.0,40167403,7.0,1
2014-11-01,E3,60 months,MORTGAGE,690.0,0.0,33.0,19.99,Individual,Verified,NV,694.0,33240758,5.0,1
2015-10-01,B3,36 months,RENT,660.0,0.0,55.0,9.99,Individual,Source Verified,NM,664.0,62297664,3.0,1
2015-04-01,A4,36 months,OWN,745.0,0.0,23.6,6.92,Individual,Source Verified,MI,749.0,46436374,11.0,1
2016-03-01,D1,60 months,OWN,670.0,1.0,63.0,16.29,Individual,Not Verified,ME,674.0,73903527,11.0,0
2016-02-01,B5,36 months,MORTGAGE,690.0,0.0,89.9,11.47,Individual,Source Verified,AL,694.0,70912848,4.0,1
2015-09-01,B1,60 months,MORTGAGE,690.0,0.0,77.5,8.18,Individual,Source Verified,IL,694.0,59179830,9.0,1
2015-06-01,F4,60 months,MORTGAGE,675.0,0.0,55.4,24.99,Individual,Not Verified,MA,679.0,50637442,4.0,0
2014-01-01,B4,36 months,OWN,715.0,0.0,29.4,12.85,Individual,Verified,FL,719.0,10103684,0.0,1
2015-12-01,B1,36 months,RENT,740.0,0.0,15.9,8.38,Individual,Not Verified,PA,744.0,66076772,0.0,1
2015-10-01,A4,36 months,MORTGAGE,715.0,0.0,37.8,7.26,Individual,Not Verified,WA,719.0,60974132,5.0,1
2015-12-01,A1,36 months,MORTGAGE,690.0,0.0,56.9,5.32,Individual,Source Verified,TN,694.0,66180919,11.0,1
2016-04-01,E1,36 months,RENT,690.0,1.0,41.9,19.99,Individual,Verified,NY,694.0,77555457,0.0,1
2014-10-01,D1,36 months,RENT,665.0,1.0,63.0,15.61,Individual,Not Verified,CA,669.0,31557417,11.0,1
2014-06-01,B2,36 months,RENT,675.0,1.0,46.6,10.15,Individual,Not Verified,NY,679.0,18955778,5.0,1
2016-03-01,A1,36 months,RENT,755.0,0.0,23.9,5.32,Individual,Not Verified,NV,759.0,73479750,7.0,1
2014-04-01,A4,36 months,MORTGAGE,730.0,0.0,47.8,7.9,Individual,Not Verified,MI,734.0,13057381,8.0,1
2015-05-01,B4,36 months,RENT,685.0,0.0,89.9,10.99,Individual,Verified,CA,689.0,46849117,11.0,1
2015-12-01,B3,36 months,RENT,695.0,0.0,23.1,9.99,Individual,Source Verified,NY,699.0,65757606,0.0,1
2015-02-01,C4,36 months,MORTGAGE,675.0,0.0,98.8,13.99,Individual,Source Verified,OH,679.0,41039218,11.0,0
2014-03-01,A3,36 months,MORTGAGE,725.0,0.0,34.1,7.62,Individual,Source Verified,GA,729.0,13108065,6.0,1
2015-11-01,E1,60 months,MORTGAGE,725.0,0.0,53.6,18.2,Individual,Verified,MD,729.0,64069036,0.0,1
2015-12-01,E2,60 months,RENT,665.0,0.0,38.4,18.49,Individual,Verified,RI,669.0,66015367,0.0,1
2015-07-01,B1,36 months,RENT,685.0,0.0,63.0,8.18,Individual,Source Verified,GA,689.0,55261211,3.0,1
2015-04-01,E1,36 months,RENT,670.0,0.0,65.8,18.25,Individual,Verified,TX,674.0,44905349,11.0,1
2014-10-01,A5,36 months,MORTGAGE,685.0,0.0,48.1,8.39,Individual,Verified,NY,689.0,30225760,6.0,1
2016-01-01,D5,36 months,MORTGAGE,715.0,0.0,84.2,18.49,Individual,Source Verified,TN,719.0,69483796,5.0,1
2015-02-01,B4,60 months,RENT,700.0,0.0,63.1,11.44,Individual,Source Verified,CT,704.0,40491507,4.0,1
2015-06-01,A2,36 months,MORTGAGE,685.0,0.0,97.4,6.24,Individual,Verified,NC,689.0,48274727,11.0,1
2014-11-01,D4,60 months,RENT,705.0,0.0,49.4,17.14,Individual,Source Verified,AZ,709.0,33801665,9.0,1
2015-10-01,B5,36 months,MORTGAGE,695.0,0.0,59.6,11.53,Individual,Verified,NY,699.0,63469132,0.0,1
2014-10-01,A1,36 months,MORTGAGE,720.0,0.0,61.6,6.03,Individual,Source Verified,OH,724.0,29403951,11.0,1
2015-10-01,B4,36 months,MORTGAGE,675.0,0.0,42.5,10.99,Individual,Source Verified,MO,679.0,62337159,11.0,1
2016-01-01,D1,60 months,MORTGAGE,735.0,0.0,62.1,15.77,Individual,Source Verified,MA,739.0,69562645,5.0,1
2016-04-01,A1,36 months,MORTGAGE,730.0,0.0,23.5,5.32,Individual,Not Verified,TX,734.0,76222604,4.0,1
2015-07-01,C3,36 months,RENT,690.0,0.0,23.9,13.33,Individual,Source Verified,FL,694.0,54423995,8.0,1
2015-07-01,E1,60 months,MORTGAGE,660.0,1.0,73.0,18.25,Individual,Verified,GA,664.0,53544747,11.0,1
2015-12-01,A5,36 months,MORTGAGE,690.0,0.0,32.0,7.89,Individual,Source Verified,WI,694.0,66440123,5.0,1
2015-03-01,B4,60 months,MORTGAGE,695.0,0.0,55.5,10.99,Individual,Verified,MD,699.0,41870384,2.0,1
2014-10-01,B4,36 months,RENT,690.0,0.0,65.6,11.67,Individual,Not Verified,FL,694.0,31296869,11.0,1
2015-01-01,B3,36 months,MORTGAGE,675.0,0.0,89.6,10.49,Individual,Not Verified,VA,679.0,38578313,5.0,1
2015-07-01,C5,60 months,MORTGAGE,720.0,0.0,54.6,14.65,Individual,Source Verified,OH,724.0,54168400,3.0,1
2015-11-01,D1,36 months,RENT,665.0,0.0,45.5,15.41,Individual,Verified,NY,669.0,65735587,0.0,1
2015-04-01,D5,36 months,MORTGAGE,670.0,1.0,55.0,17.86,Individual,Verified,NV,674.0,46486219,1.0,1
2016-03-01,C1,60 months,MORTGAGE,695.0,0.0,86.3,11.99,Individual,Not Verified,ID,699.0,75235304,11.0,1
2015-06-01,B2,36 months,RENT,690.0,0.0,63.0,9.17,Individual,Source Verified,VA,694.0,49673193,1.0,1
2014-05-01,C3,60 months,MORTGAGE,715.0,0.0,54.6,13.98,Individual,Source Verified,NJ,719.0,16302223,11.0,1
2014-03-01,A3,36 months,OWN,715.0,0.0,90.9,7.62,Individual,Not Verified,TX,719.0,12458999,0.0,1
2016-06-01,B2,36 months,MORTGAGE,685.0,0.0,40.7,9.16,Individual,Verified,GA,689.0,81367451,8.0,1
2014-12-01,A3,36 months,MORTGAGE,690.0,1.0,20.7,6.99,Individual,Verified,TX,694.0,37711286,5.0,1
2015-01-01,C3,36 months,MORTGAGE,675.0,0.0,60.7,13.66,Individual,Source Verified,CO,679.0,39330573,8.0,1
2014-01-01,B4,36 months,MORTGAGE,690.0,0.0,64.4,12.85,Individual,Source Verified,WA,694.0,10634595,11.0,1
2016-01-01,D1,36 months,MORTGAGE,690.0,0.0,102.3,15.77,Individual,Verified,TX,694.0,69902118,8.0,0
2014-06-01,A3,36 months,MORTGAGE,745.0,0.0,43.4,7.12,Individual,Not Verified,WI,749.0,16462910,11.0,1
2015-11-01,F1,60 months,MORTGAGE,660.0,1.0,27.7,21.99,Individual,Verified,CA,664.0,65442479,5.0,0
2014-08-01,B2,36 months,RENT,665.0,1.0,63.6,10.15,Individual,Source Verified,UT,669.0,24094841,0.0,1
2016-02-01,B3,60 months,MORTGAGE,760.0,0.0,21.7,9.75,Individual,Not Verified,TX,764.0,70896776,4.0,1
2016-02-01,C3,36 months,MORTGAGE,725.0,0.0,57.8,13.67,Individual,Not Verified,NV,729.0,71062936,0.0,1
2014-07-01,C2,60 months,RENT,680.0,0.0,53.5,13.35,Individual,Source Verified,VA,684.0,21740916,11.0,1
2014-05-01,E1,60 months,RENT,685.0,0.0,95.3,18.99,Individual,Verified,FL,689.0,15700936,11.0,1
2015-03-01,D1,36 months,RENT,675.0,1.0,21.9,15.61,Individual,Source Verified,NC,679.0,43550361,11.0,1
2014-01-01,E3,60 months,MORTGAGE,675.0,0.0,56.4,22.4,Individual,Verified,GA,679.0,10604734,9.0,1
2015-01-01,E2,60 months,MORTGAGE,665.0,0.0,87.0,19.24,Individual,Verified,MN,669.0,38506040,11.0,1
2015-03-01,A2,36 months,MORTGAGE,680.0,1.0,33.2,6.39,Individual,Not Verified,NC,684.0,43540429,1.0,1
2015-06-01,B3,36 months,RENT,670.0,0.0,100.4,9.99,Individual,Verified,NY,674.0,50910127,11.0,1
2015-04-01,B2,36 months,MORTGAGE,690.0,2.0,28.2,9.17,Individual,Verified,MI,694.0,46377746,8.0,0
2016-01-01,A5,36 months,OWN,695.0,0.0,62.7,7.91,Individual,Source Verified,NY,699.0,69493668,0.0,1
2014-01-01,C2,60 months,MORTGAGE,700.0,0.0,80.4,14.47,Individual,Source Verified,AZ,704.0,10182196,11.0,1
2016-06-01,C1,36 months,MORTGAGE,660.0,0.0,68.2,12.79,Individual,Not Verified,UT,664.0,84000561,0.0,1
2015-03-01,C5,60 months,RENT,690.0,0.0,51.2,14.65,Individual,Source Verified,NV,694.0,42884506,1.0,0
2015-04-01,D1,60 months,MORTGAGE,675.0,0.0,44.7,15.61,Individual,Not Verified,WI,679.0,46645220,11.0,1
2015-10-01,B3,36 months,RENT,710.0,0.0,49.7,9.99,Individual,Verified,IL,714.0,63498380,5.0,1
2016-06-01,A4,36 months,MORTGAGE,675.0,0.0,40.3,7.39,Individual,Source Verified,PA,679.0,79493154,11.0,1
2016-04-01,B5,36 months,OWN,660.0,0.0,42.7,11.47,Individual,Source Verified,OH,664.0,77040182,4.0,0
2014-05-01,D2,36 months,MORTGAGE,675.0,0.0,59.7,17.57,Individual,Not Verified,FL,679.0,15370482,0.0,0
2015-01-01,B1,60 months,RENT,695.0,0.0,63.8,8.67,Individual,Source Verified,MD,699.0,38434883,0.0,1
2014-09-01,C1,36 months,RENT,685.0,1.0,83.7,12.99,Individual,Source Verified,NY,689.0,26319873,11.0,0
2014-06-01,E4,60 months,MORTGAGE,665.0,0.0,96.5,20.99,Individual,Source Verified,VA,669.0,17654703,7.0,1
2015-10-01,A2,36 months,RENT,715.0,0.0,45.2,6.24,Individual,Verified,FL,719.0,62326973,11.0,1
2014-11-01,D4,36 months,RENT,705.0,0.0,17.9,17.14,Individual,Verified,CA,709.0,34683304,0.0,0
2015-10-01,B2,36 months,MORTGAGE,690.0,0.0,43.7,9.17,Individual,Source Verified,SC,694.0,62914209,11.0,1
2015-05-01,A1,36 months,OWN,730.0,0.0,41.9,5.32,Individual,Not Verified,WI,734.0,49884140,4.0,1
2016-02-01,A1,36 months,OWN,735.0,0.0,44.1,5.32,Individual,Not Verified,GA,739.0,69979677,0.0,1
2016-02-01,C1,36 months,MORTGAGE,670.0,0.0,93.3,11.99,Individual,Not Verified,RI,674.0,70904425,11.0,1
2014-06-01,C2,36 months,RENT,700.0,0.0,38.2,13.35,Individual,Source Verified,FL,704.0,18625572,5.0,1
2015-10-01,D2,36 months,RENT,670.0,0.0,46.5,16.55,Individual,Not Verified,AZ,674.0,63174905,0.0,0
2014-09-01,B5,60 months,MORTGAGE,700.0,0.0,74.3,12.49,Individual,Verified,NM,704.0,28142441,11.0,1
2015-08-01,B3,36 months,MORTGAGE,670.0,0.0,96.2,9.99,Individual,Verified,MI,674.0,56001231,11.0,1
2015-01-01,C2,36 months,OWN,665.0,1.0,40.7,12.99,Individual,Verified,CA,669.0,38700485,11.0,1
2015-07-01,D5,36 months,MORTGAGE,685.0,0.0,46.8,17.86,Individual,Not Verified,FL,689.0,53484636,1.0,1
2014-02-01,C1,36 months,RENT,665.0,1.0,32.8,13.98,Individual,Source Verified,CT,669.0,11674902,11.0,1
2016-04-01,D2,36 months,OWN,710.0,0.0,63.4,17.27,Individual,Not Verified,MT,714.0,76422925,11.0,1
2016-05-01,D1,36 months,RENT,670.0,0.0,27.2,16.29,Individual,Source Verified,FL,674.0,79925464,9.0,1
2014-10-01,E1,36 months,MORTGAGE,660.0,0.0,91.0,18.99,Individual,Verified,WY,664.0,31727784,2.0,1
2016-01-01,A5,36 months,MORTGAGE,700.0,0.0,13.7,7.91,Individual,Not Verified,FL,704.0,69483304,5.0,1
2015-02-01,C3,36 months,RENT,740.0,0.0,22.5,13.33,Individual,Verified,OH,744.0,41960595,2.0,1
2014-07-01,B3,36 months,RENT,665.0,0.0,60.3,10.99,Individual,Not Verified,FL,669.0,12695965,11.0,1
2015-04-01,A5,36 months,MORTGAGE,715.0,0.0,30.6,7.89,Individual,Verified,PA,719.0,45049856,2.0,1
2014-02-01,B2,36 months,RENT,710.0,0.0,67.6,10.99,Individual,Source Verified,TX,714.0,11357434,2.0,1
2015-01-01,D2,60 months,MORTGAGE,660.0,0.0,49.7,15.99,Individual,Verified,FL,664.0,38222335,5.0,1
2014-04-01,B5,36 months,OWN,665.0,1.0,43.6,12.99,Individual,Source Verified,AZ,669.0,13097162,2.0,1
2014-07-01,C5,36 months,RENT,660.0,0.0,87.5,14.99,Individual,Not Verified,GA,664.0,19736721,5.0,1
2015-05-01,B5,36 months,MORTGAGE,660.0,1.0,65.8,11.53,Individual,Not Verified,WV,664.0,48717409,2.0,0
2015-07-01,C3,36 months,MORTGAGE,700.0,0.0,71.0,13.33,Individual,Verified,TX,704.0,55270680,5.0,1
2014-07-01,B1,36 months,MORTGAGE,715.0,0.0,31.0,9.17,Individual,Not Verified,FL,719.0,22221345,3.0,1
2014-09-01,B5,36 months,MORTGAGE,665.0,0.0,51.4,12.49,Individual,Verified,AZ,669.0,26299113,11.0,1
2014-10-01,A5,36 months,MORTGAGE,705.0,1.0,45.5,8.39,Individual,Verified,MI,709.0,31667226,0.0,1
2015-05-01,C4,36 months,MORTGAGE,660.0,1.0,62.3,13.99,Individual,Not Verified,MS,664.0,48715502,4.0,1
2014-10-01,F1,36 months,MORTGAGE,705.0,0.0,70.8,23.43,Individual,Verified,CA,709.0,29183790,4.0,0
2015-09-01,B5,36 months,RENT,660.0,0.0,73.0,11.53,Individual,Not Verified,WI,664.0,60636178,3.0,1
2015-05-01,C3,36 months,RENT,670.0,0.0,85.0,13.33,Individual,Not Verified,CA,674.0,49773978,11.0,1
2014-01-01,C1,36 months,RENT,660.0,0.0,72.9,13.98,Individual,Not Verified,CA,664.0,10586478,5.0,1
2015-09-01,B2,36 months,RENT,685.0,1.0,63.1,9.17,Individual,Not Verified,GA,689.0,60327069,0.0,1
2015-11-01,B1,36 months,MORTGAGE,665.0,0.0,66.0,8.18,Individual,Not Verified,WA,669.0,65805419,4.0,1
2014-11-01,F4,60 months,OWN,670.0,0.0,72.3,24.99,Individual,Source Verified,HI,674.0,33351735,9.0,0
2015-07-01,A2,36 months,MORTGAGE,805.0,0.0,4.6,6.24,Individual,Source Verified,NC,809.0,52526322,11.0,1
2014-07-01,D1,36 months,MORTGAGE,695.0,0.0,52.3,15.61,Individual,Not Verified,FL,699.0,20028720,7.0,1
2015-09-01,B1,36 months,RENT,680.0,2.0,52.7,8.18,Individual,Not Verified,CA,684.0,59522527,11.0,1
2014-04-01,A3,36 months,MORTGAGE,710.0,0.0,68.2,7.62,Individual,Not Verified,OR,714.0,13366755,7.0,1
2016-06-01,A1,36 months,MORTGAGE,815.0,0.0,9.8,5.32,Individual,Source Verified,CA,819.0,81332826,2.0,1
2015-12-01,C1,36 months,MORTGAGE,680.0,0.0,100.5,11.99,Individual,Verified,TX,684.0,67306150,11.0,1
2015-08-01,E1,60 months,RENT,700.0,0.0,78.7,18.25,Individual,Source Verified,NY,704.0,57326795,11.0,0
2014-11-01,B2,36 months,RENT,660.0,2.0,53.0,10.15,Individual,Verified,AL,664.0,32289795,5.0,1
2016-01-01,B1,36 months,MORTGAGE,665.0,0.0,73.6,8.49,Individual,Not Verified,MS,669.0,70026193,9.0,1
2016-06-01,B5,36 months,OWN,685.0,0.0,55.3,11.49,Individual,Verified,CA,689.0,81641436,0.0,1
2016-02-01,B5,36 months,MORTGAGE,660.0,0.0,95.1,11.47,Individual,Verified,CA,664.0,71056992,11.0,1
2014-10-01,B3,36 months,OWN,695.0,0.0,87.5,10.99,Individual,Verified,MN,699.0,33110381,0.0,0
2015-03-01,D2,60 months,RENT,685.0,0.0,23.7,16.55,Individual,Source Verified,SC,689.0,42733302,2.0,0
2015-02-01,B1,36 months,MORTGAGE,670.0,1.0,9.5,8.67,Individual,Not Verified,MD,674.0,40561726,2.0,1
2015-02-01,C1,36 months,MORTGAGE,665.0,1.0,65.4,12.29,Individual,Source Verified,OH,669.0,41130755,3.0,1
2016-03-01,B4,36 months,MORTGAGE,705.0,0.0,35.9,10.75,Individual,Source Verified,LA,709.0,75860187,11.0,1
2015-06-01,C3,36 months,MORTGAGE,670.0,0.0,38.7,13.33,Individual,Source Verified,AR,674.0,51235174,11.0,1
2015-10-01,A5,60 months,MORTGAGE,790.0,0.0,10.9,7.89,Individual,Not Verified,MA,794.0,61481844,11.0,1
2015-10-01,B1,36 months,RENT,700.0,0.0,35.6,8.18,Individual,Not Verified,NY,704.0,63247226,5.0,1
2015-10-01,C1,36 months,MORTGAGE,665.0,0.0,59.9,12.29,Individual,Source Verified,NY,669.0,62704598,1.0,1
2015-12-01,F5,36 months,MORTGAGE,680.0,1.0,39.1,25.99,Individual,Verified,NY,684.0,66574154,11.0,1
2015-02-01,D5,36 months,RENT,665.0,0.0,55.6,17.86,Individual,Verified,FL,669.0,41276929,7.0,0
